Preamble,Stimulus,True_Category,Item,Rank,Category
"Following is a list that contains a number of fruits. After the list, a fruit will be judged as either present or absent in the list. If the list contains the fruit, answer with present. If the list does not contain the fruit, answer with absent. The list of fruits is: nut, grape, honeydew, lemon, olive, prune, plum, cantaloupe, squash, cherry, coconut, pear, passion fruit, muskmelon, pawpaw, raspberry, kiwi, peach, berry, cranberry, melon, fig, blackberry, banana, tomato, date. According to the list, kiwi is present. According to the list, dragon fruit is absent. According to the list, grape is ",absent,present,grape,9,fruits
"Following is a list that contains a number of fruits. After the list, a fruit will be judged as either present or absent in the list. If the list contains the fruit, answer with present. If the list does not contain the fruit, answer with absent. The list of fruits is: nut, grape, honeydew, lemon, olive, prune, plum, cantaloupe, squash, cherry, coconut, pear, passion fruit, muskmelon, pawpaw, raspberry, kiwi, peach, berry, cranberry, melon, fig, blackberry, banana, tomato, date. According to the list, kiwi is present. According to the list, dragon fruit is absent. According to the list, nectarine is ",absent,absent,nectarine,10,fruits
"Following is a list that contains a number of fruits. After the list, a fruit will be judged as either present or absent in the list. If the list contains the fruit, answer with present. If the list does not contain the fruit, answer with absent. The list of fruits is: nut, grape, honeydew, lemon, olive, prune, plum, cantaloupe, squash, cherry, coconut, pear, passion fruit, muskmelon, pawpaw, raspberry, kiwi, peach, berry, cranberry, melon, fig, blackberry, banana, tomato, date. According to the list, kiwi is present. According to the list, dragon fruit is absent. According to the list, strawberry is ",absent,absent,strawberry,11,fruits
"Following is a list that contains a number of fruits. After the list, a fruit will be judged as either present or absent in the list. If the list contains the fruit, answer with present. If the list does not contain the fruit, answer with absent. The list of fruits is: nut, grape, honeydew, lemon, olive, prune, plum, cantaloupe, squash, cherry, coconut, pear, passion fruit, muskmelon, pawpaw, raspberry, kiwi, peach, berry, cranberry, melon, fig, blackberry, banana, tomato, date. According to the list, kiwi is present. According to the list, dragon fruit is absent. According to the list, grapefruit is ",absent,absent,grapefruit,12,fruits
"Following is a list that contains a number of fruits. After the list, a fruit will be judged as either present or absent in the list. If the list contains the fruit, answer with present. If the list does not contain the fruit, answer with absent. The list of fruits is: nut, grape, honeydew, lemon, olive, prune, plum, cantaloupe, squash, cherry, coconut, pear, passion fruit, muskmelon, pawpaw, raspberry, kiwi, peach, berry, cranberry, melon, fig, blackberry, banana, tomato, date. According to the list, kiwi is present. According to the list, dragon fruit is absent. According to the list, berry is ",absent,present,berry,13,fruits
"Following is a list that contains a number of fruits. After the list, a fruit will be judged as either present or absent in the list. If the list contains the fruit, answer with present. If the list does not contain the fruit, answer with absent. The list of fruits is: nut, grape, honeydew, lemon, olive, prune, plum, cantaloupe, squash, cherry, coconut, pear, passion fruit, muskmelon, pawpaw, raspberry, kiwi, peach, berry, cranberry, melon, fig, blackberry, banana, tomato, date. According to the list, kiwi is present. According to the list, dragon fruit is absent. According to the list, cherry is ",absent,present,cherry,14,fruits
"Following is a list that contains a number of fruits. After the list, a fruit will be judged as either present or absent in the list. If the list contains the fruit, answer with present. If the list does not contain the fruit, answer with absent. The list of fruits is: nut, grape, honeydew, lemon, olive, prune, plum, cantaloupe, squash, cherry, coconut, pear, passion fruit, muskmelon, pawpaw, raspberry, kiwi, peach, berry, cranberry, melon, fig, blackberry, banana, tomato, date. According to the list, kiwi is present. According to the list, dragon fruit is absent. According to the list, pineapple is ",absent,absent,pineapple,15,fruits
"Following is a list that contains a number of fruits. After the list, a fruit will be judged as either present or absent in the list. If the list contains the fruit, answer with present. If the list does not contain the fruit, answer with absent. The list of fruits is: nut, grape, honeydew, lemon, olive, prune, plum, cantaloupe, squash, cherry, coconut, pear, passion fruit, muskmelon, pawpaw, raspberry, kiwi, peach, berry, cranberry, melon, fig, blackberry, banana, tomato, date. According to the list, kiwi is present. According to the list, dragon fruit is absent. According to the list, blackberry is ",absent,present,blackberry,16,fruits
"Following is a list that contains a number of fruits. After the list, a fruit will be judged as either present or absent in the list. If the list contains the fruit, answer with present. If the list does not contain the fruit, answer with absent. The list of fruits is: nut, grape, honeydew, lemon, olive, prune, plum, cantaloupe, squash, cherry, coconut, pear, passion fruit, muskmelon, pawpaw, raspberry, kiwi, peach, berry, cranberry, melon, fig, blackberry, banana, tomato, date. According to the list, kiwi is present. According to the list, dragon fruit is absent. According to the list, melon is ",absent,present,melon,17,fruits
"Following is a list that contains a number of fruits. After the list, a fruit will be judged as either present or absent in the list. If the list contains the fruit, answer with present. If the list does not contain the fruit, answer with absent. The list of fruits is: nut, grape, honeydew, lemon, olive, prune, plum, cantaloupe, squash, cherry, coconut, pear, passion fruit, muskmelon, pawpaw, raspberry, kiwi, peach, berry, cranberry, melon, fig, blackberry, banana, tomato, date. According to the list, kiwi is present. According to the list, dragon fruit is absent. According to the list, blueberry is ",absent,absent,blueberry,18,fruits
"Following is a list that contains a number of fruits. After the list, a fruit will be judged as either present or absent in the list. If the list contains the fruit, answer with present. If the list does not contain the fruit, answer with absent. The list of fruits is: nut, grape, honeydew, lemon, olive, prune, plum, cantaloupe, squash, cherry, coconut, pear, passion fruit, muskmelon, pawpaw, raspberry, kiwi, peach, berry, cranberry, melon, fig, blackberry, banana, tomato, date. According to the list, kiwi is present. According to the list, dragon fruit is absent. According to the list, raspberry is ",absent,present,raspberry,19,fruits
"Following is a list that contains a number of fruits. After the list, a fruit will be judged as either present or absent in the list. If the list contains the fruit, answer with present. If the list does not contain the fruit, answer with absent. The list of fruits is: nut, grape, honeydew, lemon, olive, prune, plum, cantaloupe, squash, cherry, coconut, pear, passion fruit, muskmelon, pawpaw, raspberry, kiwi, peach, berry, cranberry, melon, fig, blackberry, banana, tomato, date. According to the list, kiwi is present. According to the list, dragon fruit is absent. According to the list, lemon is ",absent,present,lemon,20,fruits
"Following is a list that contains a number of fruits. After the list, a fruit will be judged as either present or absent in the list. If the list contains the fruit, answer with present. If the list does not contain the fruit, answer with absent. The list of fruits is: nut, grape, honeydew, lemon, olive, prune, plum, cantaloupe, squash, cherry, coconut, pear, passion fruit, muskmelon, pawpaw, raspberry, kiwi, peach, berry, cranberry, melon, fig, blackberry, banana, tomato, date. According to the list, kiwi is present. According to the list, dragon fruit is absent. According to the list, black raspberry is ",absent,absent,black raspberry,21,fruits
"Following is a list that contains a number of fruits. After the list, a fruit will be judged as either present or absent in the list. If the list contains the fruit, answer with present. If the list does not contain the fruit, answer with absent. The list of fruits is: nut, grape, honeydew, lemon, olive, prune, plum, cantaloupe, squash, cherry, coconut, pear, passion fruit, muskmelon, pawpaw, raspberry, kiwi, peach, berry, cranberry, melon, fig, blackberry, banana, tomato, date. According to the list, kiwi is present. According to the list, dragon fruit is absent. According to the list, boysenberry is ",absent,absent,boysenberry,22,fruits
"Following is a list that contains a number of fruits. After the list, a fruit will be judged as either present or absent in the list. If the list contains the fruit, answer with present. If the list does not contain the fruit, answer with absent. The list of fruits is: nut, grape, honeydew, lemon, olive, prune, plum, cantaloupe, squash, cherry, coconut, pear, passion fruit, muskmelon, pawpaw, raspberry, kiwi, peach, berry, cranberry, melon, fig, blackberry, banana, tomato, date. According to the list, kiwi is present. According to the list, dragon fruit is absent. According to the list, watermelon is ",absent,absent,watermelon,23,fruits
"Following is a list that contains a number of fruits. After the list, a fruit will be judged as either present or absent in the list. If the list contains the fruit, answer with present. If the list does not contain the fruit, answer with absent. The list of fruits is: nut, grape, honeydew, lemon, olive, prune, plum, cantaloupe, squash, cherry, coconut, pear, passion fruit, muskmelon, pawpaw, raspberry, kiwi, peach, berry, cranberry, melon, fig, blackberry, banana, tomato, date. According to the list, kiwi is present. According to the list, dragon fruit is absent. According to the list, cantaloupe is ",absent,present,cantaloupe,24,fruits
"Following is a list that contains a number of fruits. After the list, a fruit will be judged as either present or absent in the list. If the list contains the fruit, answer with present. If the list does not contain the fruit, answer with absent. The list of fruits is: nut, grape, honeydew, lemon, olive, prune, plum, cantaloupe, squash, cherry, coconut, pear, passion fruit, muskmelon, pawpaw, raspberry, kiwi, peach, berry, cranberry, melon, fig, blackberry, banana, tomato, date. According to the list, kiwi is present. According to the list, dragon fruit is absent. According to the list, lime is ",absent,absent,lime,25,fruits
"Following is a list that contains a number of fruits. After the list, a fruit will be judged as either present or absent in the list. If the list contains the fruit, answer with present. If the list does not contain the fruit, answer with absent. The list of fruits is: nut, grape, honeydew, lemon, olive, prune, plum, cantaloupe, squash, cherry, coconut, pear, passion fruit, muskmelon, pawpaw, raspberry, kiwi, peach, berry, cranberry, melon, fig, blackberry, banana, tomato, date. According to the list, kiwi is present. According to the list, dragon fruit is absent. According to the list, tangelo is ",absent,absent,tangelo,26,fruits
"Following is a list that contains a number of fruits. After the list, a fruit will be judged as either present or absent in the list. If the list contains the fruit, answer with present. If the list does not contain the fruit, answer with absent. The list of fruits is: nut, grape, honeydew, lemon, olive, prune, plum, cantaloupe, squash, cherry, coconut, pear, passion fruit, muskmelon, pawpaw, raspberry, kiwi, peach, berry, cranberry, melon, fig, blackberry, banana, tomato, date. According to the list, kiwi is present. According to the list, dragon fruit is absent. According to the list, papaya is ",absent,absent,papaya,27,fruits
"Following is a list that contains a number of fruits. After the list, a fruit will be judged as either present or absent in the list. If the list contains the fruit, answer with present. If the list does not contain the fruit, answer with absent. The list of fruits is: nut, grape, honeydew, lemon, olive, prune, plum, cantaloupe, squash, cherry, coconut, pear, passion fruit, muskmelon, pawpaw, raspberry, kiwi, peach, berry, cranberry, melon, fig, blackberry, banana, tomato, date. According to the list, kiwi is present. According to the list, dragon fruit is absent. According to the list, honeydew is ",absent,present,honeydew,28,fruits
"Following is a list that contains a number of fruits. After the list, a fruit will be judged as either present or absent in the list. If the list contains the fruit, answer with present. If the list does not contain the fruit, answer with absent. The list of fruits is: nut, grape, honeydew, lemon, olive, prune, plum, cantaloupe, squash, cherry, coconut, pear, passion fruit, muskmelon, pawpaw, raspberry, kiwi, peach, berry, cranberry, melon, fig, blackberry, banana, tomato, date. According to the list, kiwi is present. According to the list, dragon fruit is absent. According to the list, fig is ",absent,present,fig,29,fruits
"Following is a list that contains a number of fruits. After the list, a fruit will be judged as either present or absent in the list. If the list contains the fruit, answer with present. If the list does not contain the fruit, answer with absent. The list of fruits is: nut, grape, honeydew, lemon, olive, prune, plum, cantaloupe, squash, cherry, coconut, pear, passion fruit, muskmelon, pawpaw, raspberry, kiwi, peach, berry, cranberry, melon, fig, blackberry, banana, tomato, date. According to the list, kiwi is present. According to the list, dragon fruit is absent. According to the list, mango is ",absent,absent,mango,30,fruits
"Following is a list that contains a number of fruits. After the list, a fruit will be judged as either present or absent in the list. If the list contains the fruit, answer with present. If the list does not contain the fruit, answer with absent. The list of fruits is: nut, grape, honeydew, lemon, olive, prune, plum, cantaloupe, squash, cherry, coconut, pear, passion fruit, muskmelon, pawpaw, raspberry, kiwi, peach, berry, cranberry, melon, fig, blackberry, banana, tomato, date. According to the list, kiwi is present. According to the list, dragon fruit is absent. According to the list, guava is ",absent,absent,guava,31,fruits
"Following is a list that contains a number of fruits. After the list, a fruit will be judged as either present or absent in the list. If the list contains the fruit, answer with present. If the list does not contain the fruit, answer with absent. The list of fruits is: nut, grape, honeydew, lemon, olive, prune, plum, cantaloupe, squash, cherry, coconut, pear, passion fruit, muskmelon, pawpaw, raspberry, kiwi, peach, berry, cranberry, melon, fig, blackberry, banana, tomato, date. According to the list, kiwi is present. According to the list, dragon fruit is absent. According to the list, pomegranate is ",absent,absent,pomegranate,32,fruits
"Following is a list that contains a number of fruits. After the list, a fruit will be judged as either present or absent in the list. If the list contains the fruit, answer with present. If the list does not contain the fruit, answer with absent. The list of fruits is: nut, grape, honeydew, lemon, olive, prune, plum, cantaloupe, squash, cherry, coconut, pear, passion fruit, muskmelon, pawpaw, raspberry, kiwi, peach, berry, cranberry, melon, fig, blackberry, banana, tomato, date. According to the list, kiwi is present. According to the list, dragon fruit is absent. According to the list, cranberry is ",absent,present,cranberry,33,fruits
"Following is a list that contains a number of fruits. After the list, a fruit will be judged as either present or absent in the list. If the list contains the fruit, answer with present. If the list does not contain the fruit, answer with absent. The list of fruits is: nut, grape, honeydew, lemon, olive, prune, plum, cantaloupe, squash, cherry, coconut, pear, passion fruit, muskmelon, pawpaw, raspberry, kiwi, peach, berry, cranberry, melon, fig, blackberry, banana, tomato, date. According to the list, kiwi is present. According to the list, dragon fruit is absent. According to the list, passion fruit is ",absent,present,passion fruit,34,fruits
"Following is a list that contains a number of fruits. After the list, a fruit will be judged as either present or absent in the list. If the list contains the fruit, answer with present. If the list does not contain the fruit, answer with absent. The list of fruits is: nut, grape, honeydew, lemon, olive, prune, plum, cantaloupe, squash, cherry, coconut, pear, passion fruit, muskmelon, pawpaw, raspberry, kiwi, peach, berry, cranberry, melon, fig, blackberry, banana, tomato, date. According to the list, kiwi is present. According to the list, dragon fruit is absent. According to the list, prune is ",absent,present,prune,35,fruits
"Following is a list that contains a number of fruits. After the list, a fruit will be judged as either present or absent in the list. If the list contains the fruit, answer with present. If the list does not contain the fruit, answer with absent. The list of fruits is: nut, grape, honeydew, lemon, olive, prune, plum, cantaloupe, squash, cherry, coconut, pear, passion fruit, muskmelon, pawpaw, raspberry, kiwi, peach, berry, cranberry, melon, fig, blackberry, banana, tomato, date. According to the list, kiwi is present. According to the list, dragon fruit is absent. According to the list, gooseberry is ",absent,absent,gooseberry,36,fruits
"Following is a list that contains a number of fruits. After the list, a fruit will be judged as either present or absent in the list. If the list contains the fruit, answer with present. If the list does not contain the fruit, answer with absent. The list of fruits is: nut, grape, honeydew, lemon, olive, prune, plum, cantaloupe, squash, cherry, coconut, pear, passion fruit, muskmelon, pawpaw, raspberry, kiwi, peach, berry, cranberry, melon, fig, blackberry, banana, tomato, date. According to the list, kiwi is present. According to the list, dragon fruit is absent. According to the list, date is ",absent,present,date,37,fruits
"Following is a list that contains a number of fruits. After the list, a fruit will be judged as either present or absent in the list. If the list contains the fruit, answer with present. If the list does not contain the fruit, answer with absent. The list of fruits is: nut, grape, honeydew, lemon, olive, prune, plum, cantaloupe, squash, cherry, coconut, pear, passion fruit, muskmelon, pawpaw, raspberry, kiwi, peach, berry, cranberry, melon, fig, blackberry, banana, tomato, date. According to the list, kiwi is present. According to the list, dragon fruit is absent. According to the list, kumquat is ",absent,absent,kumquat,38,fruits
"Following is a list that contains a number of fruits. After the list, a fruit will be judged as either present or absent in the list. If the list contains the fruit, answer with present. If the list does not contain the fruit, answer with absent. The list of fruits is: nut, grape, honeydew, lemon, olive, prune, plum, cantaloupe, squash, cherry, coconut, pear, passion fruit, muskmelon, pawpaw, raspberry, kiwi, peach, berry, cranberry, melon, fig, blackberry, banana, tomato, date. According to the list, kiwi is present. According to the list, dragon fruit is absent. According to the list, raisin is ",absent,absent,raisin,39,fruits
"Following is a list that contains a number of fruits. After the list, a fruit will be judged as either present or absent in the list. If the list contains the fruit, answer with present. If the list does not contain the fruit, answer with absent. The list of fruits is: nut, grape, honeydew, lemon, olive, prune, plum, cantaloupe, squash, cherry, coconut, pear, passion fruit, muskmelon, pawpaw, raspberry, kiwi, peach, berry, cranberry, melon, fig, blackberry, banana, tomato, date. According to the list, kiwi is present. According to the list, dragon fruit is absent. According to the list, muskmelon is ",absent,present,muskmelon,40,fruits
"Following is a list that contains a number of fruits. After the list, a fruit will be judged as either present or absent in the list. If the list contains the fruit, answer with present. If the list does not contain the fruit, answer with absent. The list of fruits is: nut, grape, honeydew, lemon, olive, prune, plum, cantaloupe, squash, cherry, coconut, pear, passion fruit, muskmelon, pawpaw, raspberry, kiwi, peach, berry, cranberry, melon, fig, blackberry, banana, tomato, date. According to the list, kiwi is present. According to the list, dragon fruit is absent. According to the list, persimmon is ",absent,absent,persimmon,41,fruits
"Following is a list that contains a number of fruits. After the list, a fruit will be judged as either present or absent in the list. If the list contains the fruit, answer with present. If the list does not contain the fruit, answer with absent. The list of fruits is: nut, grape, honeydew, lemon, olive, prune, plum, cantaloupe, squash, cherry, coconut, pear, passion fruit, muskmelon, pawpaw, raspberry, kiwi, peach, berry, cranberry, melon, fig, blackberry, banana, tomato, date. According to the list, kiwi is present. According to the list, dragon fruit is absent. According to the list, pawpaw is ",absent,present,pawpaw,42,fruits
"Following is a list that contains a number of fruits. After the list, a fruit will be judged as either present or absent in the list. If the list contains the fruit, answer with present. If the list does not contain the fruit, answer with absent. The list of fruits is: nut, grape, honeydew, lemon, olive, prune, plum, cantaloupe, squash, cherry, coconut, pear, passion fruit, muskmelon, pawpaw, raspberry, kiwi, peach, berry, cranberry, melon, fig, blackberry, banana, tomato, date. According to the list, kiwi is present. According to the list, dragon fruit is absent. According to the list, coconut is ",absent,present,coconut,43,fruits
"Following is a list that contains a number of fruits. After the list, a fruit will be judged as either present or absent in the list. If the list contains the fruit, answer with present. If the list does not contain the fruit, answer with absent. The list of fruits is: nut, grape, honeydew, lemon, olive, prune, plum, cantaloupe, squash, cherry, coconut, pear, passion fruit, muskmelon, pawpaw, raspberry, kiwi, peach, berry, cranberry, melon, fig, blackberry, banana, tomato, date. According to the list, kiwi is present. According to the list, dragon fruit is absent. According to the list, avocado is ",absent,absent,avocado,44,fruits
"Following is a list that contains a number of fruits. After the list, a fruit will be judged as either present or absent in the list. If the list contains the fruit, answer with present. If the list does not contain the fruit, answer with absent. The list of fruits is: nut, grape, honeydew, lemon, olive, prune, plum, cantaloupe, squash, cherry, coconut, pear, passion fruit, muskmelon, pawpaw, raspberry, kiwi, peach, berry, cranberry, melon, fig, blackberry, banana, tomato, date. According to the list, kiwi is present. According to the list, dragon fruit is absent. According to the list, pumpkin is ",absent,absent,pumpkin,45,fruits
"Following is a list that contains a number of fruits. After the list, a fruit will be judged as either present or absent in the list. If the list contains the fruit, answer with present. If the list does not contain the fruit, answer with absent. The list of fruits is: nut, grape, honeydew, lemon, olive, prune, plum, cantaloupe, squash, cherry, coconut, pear, passion fruit, muskmelon, pawpaw, raspberry, kiwi, peach, berry, cranberry, melon, fig, blackberry, banana, tomato, date. According to the list, kiwi is present. According to the list, dragon fruit is absent. According to the list, tomato is ",absent,present,tomato,46,fruits
"Following is a list that contains a number of fruits. After the list, a fruit will be judged as either present or absent in the list. If the list contains the fruit, answer with present. If the list does not contain the fruit, answer with absent. The list of fruits is: nut, grape, honeydew, lemon, olive, prune, plum, cantaloupe, squash, cherry, coconut, pear, passion fruit, muskmelon, pawpaw, raspberry, kiwi, peach, berry, cranberry, melon, fig, blackberry, banana, tomato, date. According to the list, kiwi is present. According to the list, dragon fruit is absent. According to the list, nut is ",absent,present,nut,47,fruits
"Following is a list that contains a number of fruits. After the list, a fruit will be judged as either present or absent in the list. If the list contains the fruit, answer with present. If the list does not contain the fruit, answer with absent. The list of fruits is: nut, grape, honeydew, lemon, olive, prune, plum, cantaloupe, squash, cherry, coconut, pear, passion fruit, muskmelon, pawpaw, raspberry, kiwi, peach, berry, cranberry, melon, fig, blackberry, banana, tomato, date. According to the list, kiwi is present. According to the list, dragon fruit is absent. According to the list, gourd is ",absent,absent,gourd,48,fruits
"Following is a list that contains a number of fruits. After the list, a fruit will be judged as either present or absent in the list. If the list contains the fruit, answer with present. If the list does not contain the fruit, answer with absent. The list of fruits is: nut, grape, honeydew, lemon, olive, prune, plum, cantaloupe, squash, cherry, coconut, pear, passion fruit, muskmelon, pawpaw, raspberry, kiwi, peach, berry, cranberry, melon, fig, blackberry, banana, tomato, date. According to the list, kiwi is present. According to the list, dragon fruit is absent. According to the list, olive is ",absent,present,olive,49,fruits
"Following is a list that contains a number of fruits. After the list, a fruit will be judged as either present or absent in the list. If the list contains the fruit, answer with present. If the list does not contain the fruit, answer with absent. The list of fruits is: nut, grape, honeydew, lemon, olive, prune, plum, cantaloupe, squash, cherry, coconut, pear, passion fruit, muskmelon, pawpaw, raspberry, kiwi, peach, berry, cranberry, melon, fig, blackberry, banana, tomato, date. According to the list, kiwi is present. According to the list, dragon fruit is absent. According to the list, pickle is ",absent,absent,pickle,50,fruits
"Following is a list that contains a number of fruits. After the list, a fruit will be judged as either present or absent in the list. If the list contains the fruit, answer with present. If the list does not contain the fruit, answer with absent. The list of fruits is: nut, grape, honeydew, lemon, olive, prune, plum, cantaloupe, squash, cherry, coconut, pear, passion fruit, muskmelon, pawpaw, raspberry, kiwi, peach, berry, cranberry, melon, fig, blackberry, banana, tomato, date. According to the list, kiwi is present. According to the list, dragon fruit is absent. According to the list, squash is ",absent,present,squash,51,fruits
