Preamble|Person|Fan_Person|Place|Fan_Place|Dependent_Variable|True_Category|stimulus_prob
"Following is a list of sentences. A Clerk is in the Courthouse. A Clerk is in the Hotel. A Journalist is in the Hotel. A Pastor is in the Courthouse. A Chef is in the Police Station. A Pastor is in the Hotel. A Writer is in the Hotel. A Builder is in the Hotel. A Clerk is in the Bank. A Doctor is in the Studio. A Artist is in the Police Station. A Doctor is in the Church. A Pastor is in the Bank. A Pastor is in the Restaurant. A Writer is in the Bank. A Chef is in the Church. A Pastor is in the University. A Architect is in the Farm. A Doctor is in the Library. A Clerk is in the Police Station. A Pharmacist is in the Hotel. A Journalist is in the Police Station. A Artist is in the Office Building. A Clerk is in the Laboratory. A Doctor is in the Park. A Clerk is in the Studio. A Clerk is in the Church. A Librarian is in the Bank. A Journalist is in the Studio. A Architect is in the Laboratory. A Doctor is in the Hotel. A Journalist is in the Church. A Pastor is in the Church. A Clerk is in the Construction Site. A Clerk is in the Library. A Writer is in the Pharmacy. A Doctor is in the Bank. A Doctor is in the University. A Electrician is in the Studio. A Police Officer is in the Restaurant. A Teacher is in the Police Station. A Chef is in the Bank. A Nurse is in the Police Station. A Chef is in the Farm. A Clerk is in the Hospital. A Clerk is in the Agency. A Artist is in the Restaurant. A Clerk is in the School. A Librarian is in the Studio. A Pastor is in the Park. Sentence 1 is ""A Artist is in the Studio"". In the previous list, Sentence 1 is "|Artist|0.06|Studio|0.1|present|absent|[-17.293535232543945, -19.8364200592041, -14.491325378417969, -13.624454498291016, -13.482097625732422, -15.898616790771484, -15.118768692016602, -16.969154357910156, -15.23139762878418, -15.88974380493164, -16.68703269958496, -15.526296615600586, -13.602945327758789, -15.574779510498047, -13.511835098266602, -15.939647674560547, -12.152080535888672, -16.289283752441406, -15.344182968139648, -13.50764274597168, -17.56804656982422, -13.993730545043945, -16.810203552246094, -15.308147430419922, -13.88296127319336, -15.620763778686523, -17.69989776611328, -13.969799041748047, -14.34138298034668, -15.857732772827148, -15.38875961303711, -14.721899032592773, -12.774541854858398, -14.209556579589844, -15.436609268188477, -15.39593505859375, -17.62067985534668, -19.336706161499023, -14.615583419799805, -16.135353088378906, -17.337099075317383, -14.824651718139648, -16.355520248413086, -14.614631652832031, -16.074785232543945, -17.33375358581543, -14.441154479980469, -14.863067626953125, -13.997846603393555, -17.662479400634766]
"Following is a list of sentences. A Clerk is in the Courthouse. A Clerk is in the Hotel. A Journalist is in the Hotel. A Pastor is in the Courthouse. A Chef is in the Police Station. A Pastor is in the Hotel. A Writer is in the Hotel. A Builder is in the Hotel. A Clerk is in the Bank. A Doctor is in the Studio. A Artist is in the Police Station. A Doctor is in the Church. A Pastor is in the Bank. A Pastor is in the Restaurant. A Writer is in the Bank. A Chef is in the Church. A Pastor is in the University. A Architect is in the Farm. A Doctor is in the Library. A Clerk is in the Police Station. A Pharmacist is in the Hotel. A Journalist is in the Police Station. A Artist is in the Office Building. A Clerk is in the Laboratory. A Doctor is in the Park. A Clerk is in the Studio. A Clerk is in the Church. A Librarian is in the Bank. A Journalist is in the Studio. A Architect is in the Laboratory. A Doctor is in the Hotel. A Journalist is in the Church. A Pastor is in the Church. A Clerk is in the Construction Site. A Clerk is in the Library. A Writer is in the Pharmacy. A Doctor is in the Bank. A Doctor is in the University. A Electrician is in the Studio. A Police Officer is in the Restaurant. A Teacher is in the Police Station. A Chef is in the Bank. A Nurse is in the Police Station. A Chef is in the Farm. A Clerk is in the Hospital. A Clerk is in the Agency. A Artist is in the Restaurant. A Clerk is in the School. A Librarian is in the Studio. A Pastor is in the Park. Sentence 1 is ""A Artist is in the Factory"". In the previous list, Sentence 1 is "|Artist|0.06|Factory|0.0|present|absent|[-14.406429290771484, -15.422691345214844, -14.285167694091797, -17.492477416992188, -14.849544525146484, -17.90826416015625, -15.929832458496094, -15.967401504516602, -15.202472686767578, -17.104177474975586, -15.223114013671875, -14.210636138916016, -14.000030517578125, -15.561643600463867, -16.098581314086914, -17.43471908569336, -15.127679824829102, -18.489614486694336, -17.712614059448242, -14.362567901611328, -14.426443099975586, -14.995271682739258, -16.116714477539062, -14.768426895141602, -14.558004379272461, -16.2219295501709, -18.601354598999023, -11.91482925415039, -14.332387924194336, -13.714879989624023, -15.258697509765625, -16.2154541015625, -13.795194625854492, -14.023386001586914, -16.240562438964844, -13.384750366210938, -15.420150756835938, -16.598169326782227, -16.232358932495117, -15.711315155029297, -18.027408599853516, -14.092500686645508, -12.985353469848633, -19.212493896484375, -14.031492233276367, -16.18649673461914, -16.192846298217773, -16.005489349365234, -14.871706008911133, -15.91360092163086]
"Following is a list of sentences. A Clerk is in the Courthouse. A Clerk is in the Hotel. A Journalist is in the Hotel. A Pastor is in the Courthouse. A Chef is in the Police Station. A Pastor is in the Hotel. A Writer is in the Hotel. A Builder is in the Hotel. A Clerk is in the Bank. A Doctor is in the Studio. A Artist is in the Police Station. A Doctor is in the Church. A Pastor is in the Bank. A Pastor is in the Restaurant. A Writer is in the Bank. A Chef is in the Church. A Pastor is in the University. A Architect is in the Farm. A Doctor is in the Library. A Clerk is in the Police Station. A Pharmacist is in the Hotel. A Journalist is in the Police Station. A Artist is in the Office Building. A Clerk is in the Laboratory. A Doctor is in the Park. A Clerk is in the Studio. A Clerk is in the Church. A Librarian is in the Bank. A Journalist is in the Studio. A Architect is in the Laboratory. A Doctor is in the Hotel. A Journalist is in the Church. A Pastor is in the Church. A Clerk is in the Construction Site. A Clerk is in the Library. A Writer is in the Pharmacy. A Doctor is in the Bank. A Doctor is in the University. A Electrician is in the Studio. A Police Officer is in the Restaurant. A Teacher is in the Police Station. A Chef is in the Bank. A Nurse is in the Police Station. A Chef is in the Farm. A Clerk is in the Hospital. A Clerk is in the Agency. A Artist is in the Restaurant. A Clerk is in the School. A Librarian is in the Studio. A Pastor is in the Park. Sentence 1 is ""A Artist is in the Agency"". In the previous list, Sentence 1 is "|Artist|0.06|Agency|0.02|present|absent|[-14.147056579589844, -17.90945816040039, -15.427906036376953, -14.087966918945312, -15.084228515625, -15.147819519042969, -13.614253997802734, -14.86490249633789, -13.663375854492188, -16.61815643310547, -12.071390151977539, -13.79899787902832, -14.269559860229492, -13.919095993041992, -13.986625671386719, -15.921987533569336, -14.345504760742188, -15.810461044311523, -13.221717834472656, -14.429313659667969, -14.001781463623047, -14.980045318603516, -16.840011596679688, -14.133501052856445, -14.90597152709961, -17.060752868652344, -16.69059944152832, -15.13238525390625, -16.075145721435547, -15.00279426574707, -14.587785720825195, -12.714399337768555, -18.412527084350586, -15.913154602050781, -16.79045867919922, -15.620342254638672, -14.81765365600586, -16.236507415771484, -13.10443115234375, -13.836872100830078, -15.219644546508789, -17.336050033569336, -15.407943725585938, -13.19686508178711, -17.03437042236328, -14.494449615478516, -17.08173942565918, -17.564241409301758, -13.161165237426758, -15.736173629760742]
"Following is a list of sentences. A Clerk is in the Courthouse. A Clerk is in the Hotel. A Journalist is in the Hotel. A Pastor is in the Courthouse. A Chef is in the Police Station. A Pastor is in the Hotel. A Writer is in the Hotel. A Builder is in the Hotel. A Clerk is in the Bank. A Doctor is in the Studio. A Artist is in the Police Station. A Doctor is in the Church. A Pastor is in the Bank. A Pastor is in the Restaurant. A Writer is in the Bank. A Chef is in the Church. A Pastor is in the University. A Architect is in the Farm. A Doctor is in the Library. A Clerk is in the Police Station. A Pharmacist is in the Hotel. A Journalist is in the Police Station. A Artist is in the Office Building. A Clerk is in the Laboratory. A Doctor is in the Park. A Clerk is in the Studio. A Clerk is in the Church. A Librarian is in the Bank. A Journalist is in the Studio. A Architect is in the Laboratory. A Doctor is in the Hotel. A Journalist is in the Church. A Pastor is in the Church. A Clerk is in the Construction Site. A Clerk is in the Library. A Writer is in the Pharmacy. A Doctor is in the Bank. A Doctor is in the University. A Electrician is in the Studio. A Police Officer is in the Restaurant. A Teacher is in the Police Station. A Chef is in the Bank. A Nurse is in the Police Station. A Chef is in the Farm. A Clerk is in the Hospital. A Clerk is in the Agency. A Artist is in the Restaurant. A Clerk is in the School. A Librarian is in the Studio. A Pastor is in the Park. Sentence 1 is ""A Programmer is in the Hospital"". In the previous list, Sentence 1 is "|Programmer|0.0|Hospital|0.02|present|absent|[-20.840984344482422, -12.726844787597656, -13.96275520324707, -16.016408920288086, -18.121618270874023, -17.180879592895508, -14.249788284301758, -14.42501449584961, -15.470924377441406, -14.192085266113281, -15.535762786865234, -13.000162124633789, -13.066535949707031, -14.574789047241211, -13.812969207763672, -14.679977416992188, -15.269620895385742, -14.552736282348633, -13.99504280090332, -14.753353118896484, -13.965812683105469, -14.257537841796875, -14.448127746582031, -13.317333221435547, -13.309661865234375, -14.185436248779297, -14.116901397705078, -15.744224548339844, -14.611688613891602, -14.068534851074219, -17.65512466430664, -13.488746643066406, -14.77027702331543, -17.240737915039062, -15.300195693969727, -13.253389358520508, -14.320152282714844, -14.772457122802734, -14.279817581176758, -14.98552131652832, -13.369316101074219, -17.755691528320312, -16.330989837646484, -14.604598999023438, -14.760194778442383, -13.523700714111328, -17.06201171875, -15.688638687133789, -13.906211853027344, -15.947315216064453]
"Following is a list of sentences. A Clerk is in the Courthouse. A Clerk is in the Hotel. A Journalist is in the Hotel. A Pastor is in the Courthouse. A Chef is in the Police Station. A Pastor is in the Hotel. A Writer is in the Hotel. A Builder is in the Hotel. A Clerk is in the Bank. A Doctor is in the Studio. A Artist is in the Police Station. A Doctor is in the Church. A Pastor is in the Bank. A Pastor is in the Restaurant. A Writer is in the Bank. A Chef is in the Church. A Pastor is in the University. A Architect is in the Farm. A Doctor is in the Library. A Clerk is in the Police Station. A Pharmacist is in the Hotel. A Journalist is in the Police Station. A Artist is in the Office Building. A Clerk is in the Laboratory. A Doctor is in the Park. A Clerk is in the Studio. A Clerk is in the Church. A Librarian is in the Bank. A Journalist is in the Studio. A Architect is in the Laboratory. A Doctor is in the Hotel. A Journalist is in the Church. A Pastor is in the Church. A Clerk is in the Construction Site. A Clerk is in the Library. A Writer is in the Pharmacy. A Doctor is in the Bank. A Doctor is in the University. A Electrician is in the Studio. A Police Officer is in the Restaurant. A Teacher is in the Police Station. A Chef is in the Bank. A Nurse is in the Police Station. A Chef is in the Farm. A Clerk is in the Hospital. A Clerk is in the Agency. A Artist is in the Restaurant. A Clerk is in the School. A Librarian is in the Studio. A Pastor is in the Park. Sentence 1 is ""A Programmer is in the Park"". In the previous list, Sentence 1 is "|Programmer|0.0|Park|0.04|present|absent|[-15.89193344116211, -15.246587753295898, -13.055355072021484, -13.425554275512695, -15.268434524536133, -12.109210968017578, -15.434288024902344, -13.348081588745117, -16.29021453857422, -14.069948196411133, -14.63473129272461, -15.41318130493164, -18.668689727783203, -14.842350006103516, -12.390115737915039, -18.42167854309082, -15.160345077514648, -14.121847152709961, -13.317432403564453, -14.337347030639648, -16.105619430541992, -13.110681533813477, -16.0102596282959, -13.769119262695312, -14.295948028564453, -16.555456161499023, -13.330703735351562, -14.336904525756836, -14.959711074829102, -14.918231964111328, -16.95165252685547, -16.751678466796875, -15.253204345703125, -18.34212875366211, -17.322505950927734, -11.802083969116211, -14.460319519042969, -16.07457733154297, -13.110706329345703, -15.151418685913086, -15.128061294555664, -12.561075210571289, -12.768287658691406, -15.014352798461914, -15.583003997802734, -14.168954849243164, -16.09375, -14.80340576171875, -17.553356170654297, -12.705696105957031]
"Following is a list of sentences. A Clerk is in the Courthouse. A Clerk is in the Hotel. A Journalist is in the Hotel. A Pastor is in the Courthouse. A Chef is in the Police Station. A Pastor is in the Hotel. A Writer is in the Hotel. A Builder is in the Hotel. A Clerk is in the Bank. A Doctor is in the Studio. A Artist is in the Police Station. A Doctor is in the Church. A Pastor is in the Bank. A Pastor is in the Restaurant. A Writer is in the Bank. A Chef is in the Church. A Pastor is in the University. A Architect is in the Farm. A Doctor is in the Library. A Clerk is in the Police Station. A Pharmacist is in the Hotel. A Journalist is in the Police Station. A Artist is in the Office Building. A Clerk is in the Laboratory. A Doctor is in the Park. A Clerk is in the Studio. A Clerk is in the Church. A Librarian is in the Bank. A Journalist is in the Studio. A Architect is in the Laboratory. A Doctor is in the Hotel. A Journalist is in the Church. A Pastor is in the Church. A Clerk is in the Construction Site. A Clerk is in the Library. A Writer is in the Pharmacy. A Doctor is in the Bank. A Doctor is in the University. A Electrician is in the Studio. A Police Officer is in the Restaurant. A Teacher is in the Police Station. A Chef is in the Bank. A Nurse is in the Police Station. A Chef is in the Farm. A Clerk is in the Hospital. A Clerk is in the Agency. A Artist is in the Restaurant. A Clerk is in the School. A Librarian is in the Studio. A Pastor is in the Park. Sentence 1 is ""A Programmer is in the Farm"". In the previous list, Sentence 1 is "|Programmer|0.0|Farm|0.04|present|absent|[-14.791864395141602, -12.991241455078125, -15.488801956176758, -13.815835952758789, -13.778804779052734, -17.021331787109375, -13.899885177612305, -14.546670913696289, -14.672271728515625, -14.979055404663086, -14.437747955322266, -16.436809539794922, -15.563247680664062, -13.352651596069336, -15.015565872192383, -13.814151763916016, -14.24662971496582, -14.81016731262207, -15.472537994384766, -14.624017715454102, -16.2591495513916, -15.202997207641602, -17.01458168029785, -13.869157791137695, -16.4948787689209, -15.991344451904297, -16.798072814941406, -13.782037734985352, -14.459085464477539, -13.401838302612305, -15.038646697998047, -15.486576080322266, -14.474798202514648, -14.254579544067383, -14.156692504882812, -15.59219741821289, -13.000961303710938, -15.727087020874023, -15.736146926879883, -13.756385803222656, -17.807228088378906, -19.74483299255371, -15.477821350097656, -14.07655143737793, -20.93701171875, -13.538188934326172, -18.60746955871582, -16.649242401123047, -12.613344192504883, -14.565269470214844]
"Following is a list of sentences. A Clerk is in the Courthouse. A Clerk is in the Hotel. A Journalist is in the Hotel. A Pastor is in the Courthouse. A Chef is in the Police Station. A Pastor is in the Hotel. A Writer is in the Hotel. A Builder is in the Hotel. A Clerk is in the Bank. A Doctor is in the Studio. A Artist is in the Police Station. A Doctor is in the Church. A Pastor is in the Bank. A Pastor is in the Restaurant. A Writer is in the Bank. A Chef is in the Church. A Pastor is in the University. A Architect is in the Farm. A Doctor is in the Library. A Clerk is in the Police Station. A Pharmacist is in the Hotel. A Journalist is in the Police Station. A Artist is in the Office Building. A Clerk is in the Laboratory. A Doctor is in the Park. A Clerk is in the Studio. A Clerk is in the Church. A Librarian is in the Bank. A Journalist is in the Studio. A Architect is in the Laboratory. A Doctor is in the Hotel. A Journalist is in the Church. A Pastor is in the Church. A Clerk is in the Construction Site. A Clerk is in the Library. A Writer is in the Pharmacy. A Doctor is in the Bank. A Doctor is in the University. A Electrician is in the Studio. A Police Officer is in the Restaurant. A Teacher is in the Police Station. A Chef is in the Bank. A Nurse is in the Police Station. A Chef is in the Farm. A Clerk is in the Hospital. A Clerk is in the Agency. A Artist is in the Restaurant. A Clerk is in the School. A Librarian is in the Studio. A Pastor is in the Park. Sentence 1 is ""A Programmer is in the Church"". In the previous list, Sentence 1 is "|Programmer|0.0|Church|0.1|present|absent|[-14.393247604370117, -13.350292205810547, -13.877758026123047, -18.245962142944336, -15.232673645019531, -13.02280044555664, -15.6463623046875, -16.657821655273438, -15.371347427368164, -13.21580696105957, -14.66933822631836, -18.725833892822266, -18.673858642578125, -14.36065673828125, -15.786603927612305, -13.500917434692383, -16.07234001159668, -12.973857879638672, -14.609891891479492, -12.634347915649414, -15.420391082763672, -10.996084213256836, -16.399965286254883, -15.440231323242188, -15.540760040283203, -13.513246536254883, -17.492734909057617, -16.297683715820312, -12.313167572021484, -15.828224182128906, -14.231441497802734, -14.546157836914062, -12.498130798339844, -12.670242309570312, -14.721708297729492, -13.851234436035156, -12.46463394165039, -20.041685104370117, -16.14498519897461, -16.31131935119629, -17.911340713500977, -13.633186340332031, -14.362993240356445, -16.042823791503906, -13.085294723510742, -14.603809356689453, -14.378881454467773, -16.362459182739258, -15.911571502685547, -15.319160461425781]
"Following is a list of sentences. A Clerk is in the Courthouse. A Clerk is in the Hotel. A Journalist is in the Hotel. A Pastor is in the Courthouse. A Chef is in the Police Station. A Pastor is in the Hotel. A Writer is in the Hotel. A Builder is in the Hotel. A Clerk is in the Bank. A Doctor is in the Studio. A Artist is in the Police Station. A Doctor is in the Church. A Pastor is in the Bank. A Pastor is in the Restaurant. A Writer is in the Bank. A Chef is in the Church. A Pastor is in the University. A Architect is in the Farm. A Doctor is in the Library. A Clerk is in the Police Station. A Pharmacist is in the Hotel. A Journalist is in the Police Station. A Artist is in the Office Building. A Clerk is in the Laboratory. A Doctor is in the Park. A Clerk is in the Studio. A Clerk is in the Church. A Librarian is in the Bank. A Journalist is in the Studio. A Architect is in the Laboratory. A Doctor is in the Hotel. A Journalist is in the Church. A Pastor is in the Church. A Clerk is in the Construction Site. A Clerk is in the Library. A Writer is in the Pharmacy. A Doctor is in the Bank. A Doctor is in the University. A Electrician is in the Studio. A Police Officer is in the Restaurant. A Teacher is in the Police Station. A Chef is in the Bank. A Nurse is in the Police Station. A Chef is in the Farm. A Clerk is in the Hospital. A Clerk is in the Agency. A Artist is in the Restaurant. A Clerk is in the School. A Librarian is in the Studio. A Pastor is in the Park. Sentence 1 is ""A Programmer is in the School"". In the previous list, Sentence 1 is "|Programmer|0.0|School|0.02|present|absent|[-15.630970001220703, -13.660890579223633, -12.071792602539062, -15.61989974975586, -14.590295791625977, -17.3302001953125, -15.80589485168457, -15.417713165283203, -16.08141326904297, -14.87421989440918, -16.276588439941406, -15.11294937133789, -14.934680938720703, -16.80633544921875, -16.241003036499023, -14.488813400268555, -16.91040802001953, -13.649698257446289, -16.692935943603516, -16.019975662231445, -13.492839813232422, -15.229312896728516, -14.628913879394531, -15.009756088256836, -12.379745483398438, -14.582820892333984, -17.467437744140625, -16.55806541442871, -15.232728958129883, -15.879579544067383, -16.64765739440918, -12.97846794128418, -16.920948028564453, -12.213390350341797, -13.91285514831543, -13.991968154907227, -14.925729751586914, -18.613361358642578, -15.524139404296875, -14.159242630004883, -13.253276824951172, -14.293682098388672, -15.250551223754883, -14.943828582763672, -14.779460906982422, -15.136816024780273, -15.16739273071289, -18.71897315979004, -15.262853622436523, -15.495216369628906]
"Following is a list of sentences. A Clerk is in the Courthouse. A Clerk is in the Hotel. A Journalist is in the Hotel. A Pastor is in the Courthouse. A Chef is in the Police Station. A Pastor is in the Hotel. A Writer is in the Hotel. A Builder is in the Hotel. A Clerk is in the Bank. A Doctor is in the Studio. A Artist is in the Police Station. A Doctor is in the Church. A Pastor is in the Bank. A Pastor is in the Restaurant. A Writer is in the Bank. A Chef is in the Church. A Pastor is in the University. A Architect is in the Farm. A Doctor is in the Library. A Clerk is in the Police Station. A Pharmacist is in the Hotel. A Journalist is in the Police Station. A Artist is in the Office Building. A Clerk is in the Laboratory. A Doctor is in the Park. A Clerk is in the Studio. A Clerk is in the Church. A Librarian is in the Bank. A Journalist is in the Studio. A Architect is in the Laboratory. A Doctor is in the Hotel. A Journalist is in the Church. A Pastor is in the Church. A Clerk is in the Construction Site. A Clerk is in the Library. A Writer is in the Pharmacy. A Doctor is in the Bank. A Doctor is in the University. A Electrician is in the Studio. A Police Officer is in the Restaurant. A Teacher is in the Police Station. A Chef is in the Bank. A Nurse is in the Police Station. A Chef is in the Farm. A Clerk is in the Hospital. A Clerk is in the Agency. A Artist is in the Restaurant. A Clerk is in the School. A Librarian is in the Studio. A Pastor is in the Park. Sentence 1 is ""A Programmer is in the Bank"". In the previous list, Sentence 1 is "|Programmer|0.0|Bank|0.12|present|absent|[-14.506855010986328, -13.93354606628418, -14.568277359008789, -14.40673828125, -15.142730712890625, -13.524906158447266, -12.98607063293457, -15.640478134155273, -10.47288703918457, -14.646930694580078, -13.208721160888672, -14.987062454223633, -16.20026206970215, -16.69232940673828, -13.334182739257812, -13.352624893188477, -14.956903457641602, -12.80234146118164, -15.740306854248047, -14.151702880859375, -14.476524353027344, -15.307640075683594, -12.543277740478516, -15.42143440246582, -15.835559844970703, -15.956838607788086, -14.831315994262695, -15.08530044555664, -12.11837387084961, -15.905864715576172, -17.19913101196289, -17.037996292114258, -14.041296005249023, -15.792253494262695, -14.717018127441406, -15.512481689453125, -14.745965957641602, -14.366434097290039, -14.595733642578125, -15.362808227539062, -13.658073425292969, -13.732294082641602, -14.998283386230469, -15.565994262695312, -15.011518478393555, -15.57768440246582, -17.4326171875, -15.311685562133789, -12.660564422607422, -13.326166152954102]
"Following is a list of sentences. A Clerk is in the Courthouse. A Clerk is in the Hotel. A Journalist is in the Hotel. A Pastor is in the Courthouse. A Chef is in the Police Station. A Pastor is in the Hotel. A Writer is in the Hotel. A Builder is in the Hotel. A Clerk is in the Bank. A Doctor is in the Studio. A Artist is in the Police Station. A Doctor is in the Church. A Pastor is in the Bank. A Pastor is in the Restaurant. A Writer is in the Bank. A Chef is in the Church. A Pastor is in the University. A Architect is in the Farm. A Doctor is in the Library. A Clerk is in the Police Station. A Pharmacist is in the Hotel. A Journalist is in the Police Station. A Artist is in the Office Building. A Clerk is in the Laboratory. A Doctor is in the Park. A Clerk is in the Studio. A Clerk is in the Church. A Librarian is in the Bank. A Journalist is in the Studio. A Architect is in the Laboratory. A Doctor is in the Hotel. A Journalist is in the Church. A Pastor is in the Church. A Clerk is in the Construction Site. A Clerk is in the Library. A Writer is in the Pharmacy. A Doctor is in the Bank. A Doctor is in the University. A Electrician is in the Studio. A Police Officer is in the Restaurant. A Teacher is in the Police Station. A Chef is in the Bank. A Nurse is in the Police Station. A Chef is in the Farm. A Clerk is in the Hospital. A Clerk is in the Agency. A Artist is in the Restaurant. A Clerk is in the School. A Librarian is in the Studio. A Pastor is in the Park. Sentence 1 is ""A Programmer is in the Hotel"". In the previous list, Sentence 1 is "|Programmer|0.0|Hotel|0.14|present|absent|[-13.753080368041992, -14.180967330932617, -16.838010787963867, -13.318914413452148, -14.698436737060547, -14.29460334777832, -14.988224029541016, -14.854917526245117, -13.77313232421875, -14.99736213684082, -17.837039947509766, -13.440229415893555, -14.016460418701172, -14.648900985717773, -14.681009292602539, -17.400047302246094, -16.653303146362305, -15.419435501098633, -15.232744216918945, -19.302520751953125, -13.535364151000977, -16.441162109375, -13.66046142578125, -16.9269962310791, -12.415670394897461, -13.825830459594727, -11.984209060668945, -13.989089965820312, -15.744062423706055, -16.698598861694336, -14.296010971069336, -14.48961067199707, -13.80184555053711, -16.176288604736328, -13.703659057617188, -15.73243522644043, -14.214456558227539, -14.959722518920898, -12.770700454711914, -14.742328643798828, -17.798757553100586, -14.540769577026367, -15.405344009399414, -13.38880729675293, -17.15416145324707, -16.73990821838379, -15.012929916381836, -13.766077041625977, -14.167922973632812, -14.436477661132812]
"Following is a list of sentences. A Clerk is in the Courthouse. A Clerk is in the Hotel. A Journalist is in the Hotel. A Pastor is in the Courthouse. A Chef is in the Police Station. A Pastor is in the Hotel. A Writer is in the Hotel. A Builder is in the Hotel. A Clerk is in the Bank. A Doctor is in the Studio. A Artist is in the Police Station. A Doctor is in the Church. A Pastor is in the Bank. A Pastor is in the Restaurant. A Writer is in the Bank. A Chef is in the Church. A Pastor is in the University. A Architect is in the Farm. A Doctor is in the Library. A Clerk is in the Police Station. A Pharmacist is in the Hotel. A Journalist is in the Police Station. A Artist is in the Office Building. A Clerk is in the Laboratory. A Doctor is in the Park. A Clerk is in the Studio. A Clerk is in the Church. A Librarian is in the Bank. A Journalist is in the Studio. A Architect is in the Laboratory. A Doctor is in the Hotel. A Journalist is in the Church. A Pastor is in the Church. A Clerk is in the Construction Site. A Clerk is in the Library. A Writer is in the Pharmacy. A Doctor is in the Bank. A Doctor is in the University. A Electrician is in the Studio. A Police Officer is in the Restaurant. A Teacher is in the Police Station. A Chef is in the Bank. A Nurse is in the Police Station. A Chef is in the Farm. A Clerk is in the Hospital. A Clerk is in the Agency. A Artist is in the Restaurant. A Clerk is in the School. A Librarian is in the Studio. A Pastor is in the Park. Sentence 1 is ""A Programmer is in the Restaurant"". In the previous list, Sentence 1 is "|Programmer|0.0|Restaurant|0.06|present|absent|[-18.0883846282959, -18.27945327758789, -15.99191665649414, -14.38892936706543, -16.72333335876465, -15.791831970214844, -14.438236236572266, -13.624141693115234, -16.25286102294922, -14.273979187011719, -16.963581085205078, -13.278034210205078, -17.355972290039062, -15.01932144165039, -14.616849899291992, -13.371095657348633, -13.303153991699219, -13.516708374023438, -16.55914306640625, -15.811737060546875, -15.961729049682617, -17.46224594116211, -14.216728210449219, -15.43975830078125, -13.744909286499023, -13.424341201782227, -17.201400756835938, -17.222698211669922, -13.43499755859375, -16.3396053314209, -18.67123031616211, -13.774871826171875, -12.500347137451172, -17.47788429260254, -19.075300216674805, -14.230907440185547, -17.696502685546875, -13.087652206420898, -15.498455047607422, -13.416873931884766, -17.327510833740234, -12.588504791259766, -14.976961135864258, -11.382015228271484, -14.070938110351562, -17.46444320678711, -15.998968124389648, -15.829883575439453, -14.010541915893555, -15.671430587768555]
"Following is a list of sentences. A Clerk is in the Courthouse. A Clerk is in the Hotel. A Journalist is in the Hotel. A Pastor is in the Courthouse. A Chef is in the Police Station. A Pastor is in the Hotel. A Writer is in the Hotel. A Builder is in the Hotel. A Clerk is in the Bank. A Doctor is in the Studio. A Artist is in the Police Station. A Doctor is in the Church. A Pastor is in the Bank. A Pastor is in the Restaurant. A Writer is in the Bank. A Chef is in the Church. A Pastor is in the University. A Architect is in the Farm. A Doctor is in the Library. A Clerk is in the Police Station. A Pharmacist is in the Hotel. A Journalist is in the Police Station. A Artist is in the Office Building. A Clerk is in the Laboratory. A Doctor is in the Park. A Clerk is in the Studio. A Clerk is in the Church. A Librarian is in the Bank. A Journalist is in the Studio. A Architect is in the Laboratory. A Doctor is in the Hotel. A Journalist is in the Church. A Pastor is in the Church. A Clerk is in the Construction Site. A Clerk is in the Library. A Writer is in the Pharmacy. A Doctor is in the Bank. A Doctor is in the University. A Electrician is in the Studio. A Police Officer is in the Restaurant. A Teacher is in the Police Station. A Chef is in the Bank. A Nurse is in the Police Station. A Chef is in the Farm. A Clerk is in the Hospital. A Clerk is in the Agency. A Artist is in the Restaurant. A Clerk is in the School. A Librarian is in the Studio. A Pastor is in the Park. Sentence 1 is ""A Programmer is in the Construction Site"". In the previous list, Sentence 1 is "|Programmer|0.0|Construction Site|0.02|present|absent|[-12.52132797241211, -15.751304626464844, -14.282241821289062, -13.046564102172852, -15.321256637573242, -12.573699951171875, -16.480688095092773, -14.892213821411133, -14.216211318969727, -15.97177505493164, -14.933361053466797, -13.878835678100586, -15.349754333496094, -14.749385833740234, -18.053495407104492, -17.803913116455078, -13.175210952758789, -18.714231491088867, -17.136428833007812, -16.016782760620117, -13.478046417236328, -14.707254409790039, -15.940176010131836, -17.268962860107422, -14.793872833251953, -16.799602508544922, -13.614990234375, -15.139938354492188, -17.377031326293945, -15.515941619873047, -12.93626594543457, -15.19637680053711, -11.518095016479492, -15.372505187988281, -13.393653869628906, -15.945594787597656, -16.48735809326172, -17.321256637573242, -17.3535099029541, -14.9510498046875, -13.141355514526367, -14.445182800292969, -16.98165512084961, -14.80705451965332, -12.996370315551758, -11.47916030883789, -15.244415283203125, -16.061996459960938, -14.015382766723633, -15.017034530639648]
