Preamble,Stimulus,True_Category,Item,Rank,Category
"Following is a list that contains a number of weapons. After the list, a weapon will be judged as either present or absent in the list. If the list contains the weapon, answer with present. If the list does not contain the weapon, answer with absent. The list of weapons is: tomahawk, ice pick, slingshot, crossbow, arrow, Atom bomb, hand, brass knuckle, bow, fist, hatchet, airplane, sword, revolver, poison, shoe, missile, dagger, machine gun, glass, knife, stick, rope, whip, gun, club, rock, pipe, lance, mortar, hammer. According to the list, crossbow is present. According to the list, machete is absent. According to the list, car is ",present,absent,car,57,weapon
"Following is a list that contains a number of weapons. After the list, a weapon will be judged as either present or absent in the list. If the list contains the weapon, answer with present. If the list does not contain the weapon, answer with absent. The list of weapons is: tomahawk, ice pick, slingshot, crossbow, arrow, Atom bomb, hand, brass knuckle, bow, fist, hatchet, airplane, sword, revolver, poison, shoe, missile, dagger, machine gun, glass, knife, stick, rope, whip, gun, club, rock, pipe, lance, mortar, hammer. According to the list, crossbow is present. According to the list, machete is absent. According to the list, screwdriver is ",present,absent,screwdriver,58,weapon
"Following is a list that contains a number of weapons. After the list, a weapon will be judged as either present or absent in the list. If the list contains the weapon, answer with present. If the list does not contain the weapon, answer with absent. The list of weapons is: tomahawk, ice pick, slingshot, crossbow, arrow, Atom bomb, hand, brass knuckle, bow, fist, hatchet, airplane, sword, revolver, poison, shoe, missile, dagger, machine gun, glass, knife, stick, rope, whip, gun, club, rock, pipe, lance, mortar, hammer. According to the list, crossbow is present. According to the list, machete is absent. According to the list, glass is ",present,present,glass,59,weapon
"Following is a list that contains a number of weapons. After the list, a weapon will be judged as either present or absent in the list. If the list contains the weapon, answer with present. If the list does not contain the weapon, answer with absent. The list of weapons is: tomahawk, ice pick, slingshot, crossbow, arrow, Atom bomb, hand, brass knuckle, bow, fist, hatchet, airplane, sword, revolver, poison, shoe, missile, dagger, machine gun, glass, knife, stick, rope, whip, gun, club, rock, pipe, lance, mortar, hammer. According to the list, crossbow is present. According to the list, machete is absent. According to the list, shoe is ",present,present,shoe,60,weapon
"Following is a list that contains a number of weapons. After the list, a weapon will be judged as either present or absent in the list. If the list contains the weapon, answer with present. If the list does not contain the weapon, answer with absent. The list of weapons is: tomahawk, ice pick, slingshot, crossbow, arrow, Atom bomb, hand, brass knuckle, bow, fist, hatchet, airplane, sword, revolver, poison, shoe, missile, dagger, machine gun, glass, knife, stick, rope, whip, gun, club, rock, pipe, lance, mortar, hammer. According to the list, crossbow is present. According to the list, machete is absent. According to the list, gun is ",absent,present,gun,1,weapon
"Following is a list that contains a number of weapons. After the list, a weapon will be judged as either present or absent in the list. If the list contains the weapon, answer with present. If the list does not contain the weapon, answer with absent. The list of weapons is: tomahawk, ice pick, slingshot, crossbow, arrow, Atom bomb, hand, brass knuckle, bow, fist, hatchet, airplane, sword, revolver, poison, shoe, missile, dagger, machine gun, glass, knife, stick, rope, whip, gun, club, rock, pipe, lance, mortar, hammer. According to the list, crossbow is present. According to the list, machete is absent. According to the list, pistol is ",absent,absent,pistol,2,weapon
"Following is a list that contains a number of weapons. After the list, a weapon will be judged as either present or absent in the list. If the list contains the weapon, answer with present. If the list does not contain the weapon, answer with absent. The list of weapons is: tomahawk, ice pick, slingshot, crossbow, arrow, Atom bomb, hand, brass knuckle, bow, fist, hatchet, airplane, sword, revolver, poison, shoe, missile, dagger, machine gun, glass, knife, stick, rope, whip, gun, club, rock, pipe, lance, mortar, hammer. According to the list, crossbow is present. According to the list, machete is absent. According to the list, revolver is ",absent,present,revolver,3,weapon
"Following is a list that contains a number of weapons. After the list, a weapon will be judged as either present or absent in the list. If the list contains the weapon, answer with present. If the list does not contain the weapon, answer with absent. The list of weapons is: tomahawk, ice pick, slingshot, crossbow, arrow, Atom bomb, hand, brass knuckle, bow, fist, hatchet, airplane, sword, revolver, poison, shoe, missile, dagger, machine gun, glass, knife, stick, rope, whip, gun, club, rock, pipe, lance, mortar, hammer. According to the list, crossbow is present. According to the list, machete is absent. According to the list, machine gun is ",absent,present,machine gun,4,weapon
"Following is a list that contains a number of weapons. After the list, a weapon will be judged as either present or absent in the list. If the list contains the weapon, answer with present. If the list does not contain the weapon, answer with absent. The list of weapons is: tomahawk, ice pick, slingshot, crossbow, arrow, Atom bomb, hand, brass knuckle, bow, fist, hatchet, airplane, sword, revolver, poison, shoe, missile, dagger, machine gun, glass, knife, stick, rope, whip, gun, club, rock, pipe, lance, mortar, hammer. According to the list, crossbow is present. According to the list, machete is absent. According to the list, rifle is ",absent,absent,rifle,5,weapon
"Following is a list that contains a number of weapons. After the list, a weapon will be judged as either present or absent in the list. If the list contains the weapon, answer with present. If the list does not contain the weapon, answer with absent. The list of weapons is: tomahawk, ice pick, slingshot, crossbow, arrow, Atom bomb, hand, brass knuckle, bow, fist, hatchet, airplane, sword, revolver, poison, shoe, missile, dagger, machine gun, glass, knife, stick, rope, whip, gun, club, rock, pipe, lance, mortar, hammer. According to the list, crossbow is present. According to the list, machete is absent. According to the list, switchblade is ",absent,absent,switchblade,6,weapon
"Following is a list that contains a number of weapons. After the list, a weapon will be judged as either present or absent in the list. If the list contains the weapon, answer with present. If the list does not contain the weapon, answer with absent. The list of weapons is: tomahawk, ice pick, slingshot, crossbow, arrow, Atom bomb, hand, brass knuckle, bow, fist, hatchet, airplane, sword, revolver, poison, shoe, missile, dagger, machine gun, glass, knife, stick, rope, whip, gun, club, rock, pipe, lance, mortar, hammer. According to the list, crossbow is present. According to the list, machete is absent. According to the list, knife is ",absent,present,knife,7,weapon
"Following is a list that contains a number of weapons. After the list, a weapon will be judged as either present or absent in the list. If the list contains the weapon, answer with present. If the list does not contain the weapon, answer with absent. The list of weapons is: tomahawk, ice pick, slingshot, crossbow, arrow, Atom bomb, hand, brass knuckle, bow, fist, hatchet, airplane, sword, revolver, poison, shoe, missile, dagger, machine gun, glass, knife, stick, rope, whip, gun, club, rock, pipe, lance, mortar, hammer. According to the list, crossbow is present. According to the list, machete is absent. According to the list, dagger is ",absent,present,dagger,8,weapon
"Following is a list that contains a number of weapons. After the list, a weapon will be judged as either present or absent in the list. If the list contains the weapon, answer with present. If the list does not contain the weapon, answer with absent. The list of weapons is: tomahawk, ice pick, slingshot, crossbow, arrow, Atom bomb, hand, brass knuckle, bow, fist, hatchet, airplane, sword, revolver, poison, shoe, missile, dagger, machine gun, glass, knife, stick, rope, whip, gun, club, rock, pipe, lance, mortar, hammer. According to the list, crossbow is present. According to the list, machete is absent. According to the list, shotgun is ",absent,absent,shotgun,9,weapon
"Following is a list that contains a number of weapons. After the list, a weapon will be judged as either present or absent in the list. If the list contains the weapon, answer with present. If the list does not contain the weapon, answer with absent. The list of weapons is: tomahawk, ice pick, slingshot, crossbow, arrow, Atom bomb, hand, brass knuckle, bow, fist, hatchet, airplane, sword, revolver, poison, shoe, missile, dagger, machine gun, glass, knife, stick, rope, whip, gun, club, rock, pipe, lance, mortar, hammer. According to the list, crossbow is present. According to the list, machete is absent. According to the list, sword is ",absent,present,sword,10,weapon
"Following is a list that contains a number of weapons. After the list, a weapon will be judged as either present or absent in the list. If the list contains the weapon, answer with present. If the list does not contain the weapon, answer with absent. The list of weapons is: tomahawk, ice pick, slingshot, crossbow, arrow, Atom bomb, hand, brass knuckle, bow, fist, hatchet, airplane, sword, revolver, poison, shoe, missile, dagger, machine gun, glass, knife, stick, rope, whip, gun, club, rock, pipe, lance, mortar, hammer. According to the list, crossbow is present. According to the list, machete is absent. According to the list, bomb is ",absent,absent,bomb,11,weapon
"Following is a list that contains a number of weapons. After the list, a weapon will be judged as either present or absent in the list. If the list contains the weapon, answer with present. If the list does not contain the weapon, answer with absent. The list of weapons is: tomahawk, ice pick, slingshot, crossbow, arrow, Atom bomb, hand, brass knuckle, bow, fist, hatchet, airplane, sword, revolver, poison, shoe, missile, dagger, machine gun, glass, knife, stick, rope, whip, gun, club, rock, pipe, lance, mortar, hammer. According to the list, crossbow is present. According to the list, machete is absent. According to the list, hand grenade is ",absent,absent,hand grenade,12,weapon
"Following is a list that contains a number of weapons. After the list, a weapon will be judged as either present or absent in the list. If the list contains the weapon, answer with present. If the list does not contain the weapon, answer with absent. The list of weapons is: tomahawk, ice pick, slingshot, crossbow, arrow, Atom bomb, hand, brass knuckle, bow, fist, hatchet, airplane, sword, revolver, poison, shoe, missile, dagger, machine gun, glass, knife, stick, rope, whip, gun, club, rock, pipe, lance, mortar, hammer. According to the list, crossbow is present. According to the list, machete is absent. According to the list, Atom bomb is ",absent,present,Atom bomb,13,weapon
"Following is a list that contains a number of weapons. After the list, a weapon will be judged as either present or absent in the list. If the list contains the weapon, answer with present. If the list does not contain the weapon, answer with absent. The list of weapons is: tomahawk, ice pick, slingshot, crossbow, arrow, Atom bomb, hand, brass knuckle, bow, fist, hatchet, airplane, sword, revolver, poison, shoe, missile, dagger, machine gun, glass, knife, stick, rope, whip, gun, club, rock, pipe, lance, mortar, hammer. According to the list, crossbow is present. According to the list, machete is absent. According to the list, bayonet is ",absent,absent,bayonet,14,weapon
"Following is a list that contains a number of weapons. After the list, a weapon will be judged as either present or absent in the list. If the list contains the weapon, answer with present. If the list does not contain the weapon, answer with absent. The list of weapons is: tomahawk, ice pick, slingshot, crossbow, arrow, Atom bomb, hand, brass knuckle, bow, fist, hatchet, airplane, sword, revolver, poison, shoe, missile, dagger, machine gun, glass, knife, stick, rope, whip, gun, club, rock, pipe, lance, mortar, hammer. According to the list, crossbow is present. According to the list, machete is absent. According to the list, spear is ",absent,absent,spear,15,weapon
"Following is a list that contains a number of weapons. After the list, a weapon will be judged as either present or absent in the list. If the list contains the weapon, answer with present. If the list does not contain the weapon, answer with absent. The list of weapons is: tomahawk, ice pick, slingshot, crossbow, arrow, Atom bomb, hand, brass knuckle, bow, fist, hatchet, airplane, sword, revolver, poison, shoe, missile, dagger, machine gun, glass, knife, stick, rope, whip, gun, club, rock, pipe, lance, mortar, hammer. According to the list, crossbow is present. According to the list, machete is absent. According to the list, bazooka is ",absent,absent,bazooka,16,weapon
"Following is a list that contains a number of weapons. After the list, a weapon will be judged as either present or absent in the list. If the list contains the weapon, answer with present. If the list does not contain the weapon, answer with absent. The list of weapons is: tomahawk, ice pick, slingshot, crossbow, arrow, Atom bomb, hand, brass knuckle, bow, fist, hatchet, airplane, sword, revolver, poison, shoe, missile, dagger, machine gun, glass, knife, stick, rope, whip, gun, club, rock, pipe, lance, mortar, hammer. According to the list, crossbow is present. According to the list, machete is absent. According to the list, cannon is ",absent,absent,cannon,17,weapon
"Following is a list that contains a number of weapons. After the list, a weapon will be judged as either present or absent in the list. If the list contains the weapon, answer with present. If the list does not contain the weapon, answer with absent. The list of weapons is: tomahawk, ice pick, slingshot, crossbow, arrow, Atom bomb, hand, brass knuckle, bow, fist, hatchet, airplane, sword, revolver, poison, shoe, missile, dagger, machine gun, glass, knife, stick, rope, whip, gun, club, rock, pipe, lance, mortar, hammer. According to the list, crossbow is present. According to the list, machete is absent. According to the list, bow and arrow is ",absent,absent,bow and arrow,18,weapon
"Following is a list that contains a number of weapons. After the list, a weapon will be judged as either present or absent in the list. If the list contains the weapon, answer with present. If the list does not contain the weapon, answer with absent. The list of weapons is: tomahawk, ice pick, slingshot, crossbow, arrow, Atom bomb, hand, brass knuckle, bow, fist, hatchet, airplane, sword, revolver, poison, shoe, missile, dagger, machine gun, glass, knife, stick, rope, whip, gun, club, rock, pipe, lance, mortar, hammer. According to the list, crossbow is present. According to the list, machete is absent. According to the list, club is ",absent,present,club,19,weapon
"Following is a list that contains a number of weapons. After the list, a weapon will be judged as either present or absent in the list. If the list contains the weapon, answer with present. If the list does not contain the weapon, answer with absent. The list of weapons is: tomahawk, ice pick, slingshot, crossbow, arrow, Atom bomb, hand, brass knuckle, bow, fist, hatchet, airplane, sword, revolver, poison, shoe, missile, dagger, machine gun, glass, knife, stick, rope, whip, gun, club, rock, pipe, lance, mortar, hammer. According to the list, crossbow is present. According to the list, machete is absent. According to the list, lance is ",absent,present,lance,20,weapon
"Following is a list that contains a number of weapons. After the list, a weapon will be judged as either present or absent in the list. If the list contains the weapon, answer with present. If the list does not contain the weapon, answer with absent. The list of weapons is: tomahawk, ice pick, slingshot, crossbow, arrow, Atom bomb, hand, brass knuckle, bow, fist, hatchet, airplane, sword, revolver, poison, shoe, missile, dagger, machine gun, glass, knife, stick, rope, whip, gun, club, rock, pipe, lance, mortar, hammer. According to the list, crossbow is present. According to the list, machete is absent. According to the list, brass knuckle is ",absent,present,brass knuckle,21,weapon
"Following is a list that contains a number of weapons. After the list, a weapon will be judged as either present or absent in the list. If the list contains the weapon, answer with present. If the list does not contain the weapon, answer with absent. The list of weapons is: tomahawk, ice pick, slingshot, crossbow, arrow, Atom bomb, hand, brass knuckle, bow, fist, hatchet, airplane, sword, revolver, poison, shoe, missile, dagger, machine gun, glass, knife, stick, rope, whip, gun, club, rock, pipe, lance, mortar, hammer. According to the list, crossbow is present. According to the list, machete is absent. According to the list, bullet is ",absent,absent,bullet,22,weapon
"Following is a list that contains a number of weapons. After the list, a weapon will be judged as either present or absent in the list. If the list contains the weapon, answer with present. If the list does not contain the weapon, answer with absent. The list of weapons is: tomahawk, ice pick, slingshot, crossbow, arrow, Atom bomb, hand, brass knuckle, bow, fist, hatchet, airplane, sword, revolver, poison, shoe, missile, dagger, machine gun, glass, knife, stick, rope, whip, gun, club, rock, pipe, lance, mortar, hammer. According to the list, crossbow is present. According to the list, machete is absent. According to the list, tomahawk is ",absent,present,tomahawk,23,weapon
"Following is a list that contains a number of weapons. After the list, a weapon will be judged as either present or absent in the list. If the list contains the weapon, answer with present. If the list does not contain the weapon, answer with absent. The list of weapons is: tomahawk, ice pick, slingshot, crossbow, arrow, Atom bomb, hand, brass knuckle, bow, fist, hatchet, airplane, sword, revolver, poison, shoe, missile, dagger, machine gun, glass, knife, stick, rope, whip, gun, club, rock, pipe, lance, mortar, hammer. According to the list, crossbow is present. According to the list, machete is absent. According to the list, mortar is ",absent,present,mortar,24,weapon
"Following is a list that contains a number of weapons. After the list, a weapon will be judged as either present or absent in the list. If the list contains the weapon, answer with present. If the list does not contain the weapon, answer with absent. The list of weapons is: tomahawk, ice pick, slingshot, crossbow, arrow, Atom bomb, hand, brass knuckle, bow, fist, hatchet, airplane, sword, revolver, poison, shoe, missile, dagger, machine gun, glass, knife, stick, rope, whip, gun, club, rock, pipe, lance, mortar, hammer. According to the list, crossbow is present. According to the list, machete is absent. According to the list, arrow is ",absent,present,arrow,25,weapon
"Following is a list that contains a number of weapons. After the list, a weapon will be judged as either present or absent in the list. If the list contains the weapon, answer with present. If the list does not contain the weapon, answer with absent. The list of weapons is: tomahawk, ice pick, slingshot, crossbow, arrow, Atom bomb, hand, brass knuckle, bow, fist, hatchet, airplane, sword, revolver, poison, shoe, missile, dagger, machine gun, glass, knife, stick, rope, whip, gun, club, rock, pipe, lance, mortar, hammer. According to the list, crossbow is present. According to the list, machete is absent. According to the list, blackjack is ",absent,absent,blackjack,26,weapon
"Following is a list that contains a number of weapons. After the list, a weapon will be judged as either present or absent in the list. If the list contains the weapon, answer with present. If the list does not contain the weapon, answer with absent. The list of weapons is: tomahawk, ice pick, slingshot, crossbow, arrow, Atom bomb, hand, brass knuckle, bow, fist, hatchet, airplane, sword, revolver, poison, shoe, missile, dagger, machine gun, glass, knife, stick, rope, whip, gun, club, rock, pipe, lance, mortar, hammer. According to the list, crossbow is present. According to the list, machete is absent. According to the list, tank is ",absent,absent,tank,27,weapon
"Following is a list that contains a number of weapons. After the list, a weapon will be judged as either present or absent in the list. If the list contains the weapon, answer with present. If the list does not contain the weapon, answer with absent. The list of weapons is: tomahawk, ice pick, slingshot, crossbow, arrow, Atom bomb, hand, brass knuckle, bow, fist, hatchet, airplane, sword, revolver, poison, shoe, missile, dagger, machine gun, glass, knife, stick, rope, whip, gun, club, rock, pipe, lance, mortar, hammer. According to the list, crossbow is present. According to the list, machete is absent. According to the list, teargas is ",absent,absent,teargas,28,weapon
"Following is a list that contains a number of weapons. After the list, a weapon will be judged as either present or absent in the list. If the list contains the weapon, answer with present. If the list does not contain the weapon, answer with absent. The list of weapons is: tomahawk, ice pick, slingshot, crossbow, arrow, Atom bomb, hand, brass knuckle, bow, fist, hatchet, airplane, sword, revolver, poison, shoe, missile, dagger, machine gun, glass, knife, stick, rope, whip, gun, club, rock, pipe, lance, mortar, hammer. According to the list, crossbow is present. According to the list, machete is absent. According to the list, missile is ",absent,present,missile,29,weapon
"Following is a list that contains a number of weapons. After the list, a weapon will be judged as either present or absent in the list. If the list contains the weapon, answer with present. If the list does not contain the weapon, answer with absent. The list of weapons is: tomahawk, ice pick, slingshot, crossbow, arrow, Atom bomb, hand, brass knuckle, bow, fist, hatchet, airplane, sword, revolver, poison, shoe, missile, dagger, machine gun, glass, knife, stick, rope, whip, gun, club, rock, pipe, lance, mortar, hammer. According to the list, crossbow is present. According to the list, machete is absent. According to the list, whip is ",absent,present,whip,30,weapon
"Following is a list that contains a number of weapons. After the list, a weapon will be judged as either present or absent in the list. If the list contains the weapon, answer with present. If the list does not contain the weapon, answer with absent. The list of weapons is: tomahawk, ice pick, slingshot, crossbow, arrow, Atom bomb, hand, brass knuckle, bow, fist, hatchet, airplane, sword, revolver, poison, shoe, missile, dagger, machine gun, glass, knife, stick, rope, whip, gun, club, rock, pipe, lance, mortar, hammer. According to the list, crossbow is present. According to the list, machete is absent. According to the list, ice pick is ",absent,present,ice pick,31,weapon
"Following is a list that contains a number of weapons. After the list, a weapon will be judged as either present or absent in the list. If the list contains the weapon, answer with present. If the list does not contain the weapon, answer with absent. The list of weapons is: tomahawk, ice pick, slingshot, crossbow, arrow, Atom bomb, hand, brass knuckle, bow, fist, hatchet, airplane, sword, revolver, poison, shoe, missile, dagger, machine gun, glass, knife, stick, rope, whip, gun, club, rock, pipe, lance, mortar, hammer. According to the list, crossbow is present. According to the list, machete is absent. According to the list, hatchet is ",absent,present,hatchet,32,weapon
"Following is a list that contains a number of weapons. After the list, a weapon will be judged as either present or absent in the list. If the list contains the weapon, answer with present. If the list does not contain the weapon, answer with absent. The list of weapons is: tomahawk, ice pick, slingshot, crossbow, arrow, Atom bomb, hand, brass knuckle, bow, fist, hatchet, airplane, sword, revolver, poison, shoe, missile, dagger, machine gun, glass, knife, stick, rope, whip, gun, club, rock, pipe, lance, mortar, hammer. According to the list, crossbow is present. According to the list, machete is absent. According to the list, slingshot is ",absent,present,slingshot,33,weapon
"Following is a list that contains a number of weapons. After the list, a weapon will be judged as either present or absent in the list. If the list contains the weapon, answer with present. If the list does not contain the weapon, answer with absent. The list of weapons is: tomahawk, ice pick, slingshot, crossbow, arrow, Atom bomb, hand, brass knuckle, bow, fist, hatchet, airplane, sword, revolver, poison, shoe, missile, dagger, machine gun, glass, knife, stick, rope, whip, gun, club, rock, pipe, lance, mortar, hammer. According to the list, crossbow is present. According to the list, machete is absent. According to the list, fist is ",absent,present,fist,34,weapon
"Following is a list that contains a number of weapons. After the list, a weapon will be judged as either present or absent in the list. If the list contains the weapon, answer with present. If the list does not contain the weapon, answer with absent. The list of weapons is: tomahawk, ice pick, slingshot, crossbow, arrow, Atom bomb, hand, brass knuckle, bow, fist, hatchet, airplane, sword, revolver, poison, shoe, missile, dagger, machine gun, glass, knife, stick, rope, whip, gun, club, rock, pipe, lance, mortar, hammer. According to the list, crossbow is present. According to the list, machete is absent. According to the list, axe is ",absent,absent,axe,35,weapon
"Following is a list that contains a number of weapons. After the list, a weapon will be judged as either present or absent in the list. If the list contains the weapon, answer with present. If the list does not contain the weapon, answer with absent. The list of weapons is: tomahawk, ice pick, slingshot, crossbow, arrow, Atom bomb, hand, brass knuckle, bow, fist, hatchet, airplane, sword, revolver, poison, shoe, missile, dagger, machine gun, glass, knife, stick, rope, whip, gun, club, rock, pipe, lance, mortar, hammer. According to the list, crossbow is present. According to the list, machete is absent. According to the list, bow is ",absent,present,bow,36,weapon
"Following is a list that contains a number of weapons. After the list, a weapon will be judged as either present or absent in the list. If the list contains the weapon, answer with present. If the list does not contain the weapon, answer with absent. The list of weapons is: tomahawk, ice pick, slingshot, crossbow, arrow, Atom bomb, hand, brass knuckle, bow, fist, hatchet, airplane, sword, revolver, poison, shoe, missile, dagger, machine gun, glass, knife, stick, rope, whip, gun, club, rock, pipe, lance, mortar, hammer. According to the list, crossbow is present. According to the list, machete is absent. According to the list, razor is ",absent,absent,razor,37,weapon
"Following is a list that contains a number of weapons. After the list, a weapon will be judged as either present or absent in the list. If the list contains the weapon, answer with present. If the list does not contain the weapon, answer with absent. The list of weapons is: tomahawk, ice pick, slingshot, crossbow, arrow, Atom bomb, hand, brass knuckle, bow, fist, hatchet, airplane, sword, revolver, poison, shoe, missile, dagger, machine gun, glass, knife, stick, rope, whip, gun, club, rock, pipe, lance, mortar, hammer. According to the list, crossbow is present. According to the list, machete is absent. According to the list, razor blade is ",absent,absent,razor blade,38,weapon
"Following is a list that contains a number of weapons. After the list, a weapon will be judged as either present or absent in the list. If the list contains the weapon, answer with present. If the list does not contain the weapon, answer with absent. The list of weapons is: tomahawk, ice pick, slingshot, crossbow, arrow, Atom bomb, hand, brass knuckle, bow, fist, hatchet, airplane, sword, revolver, poison, shoe, missile, dagger, machine gun, glass, knife, stick, rope, whip, gun, club, rock, pipe, lance, mortar, hammer. According to the list, crossbow is present. According to the list, machete is absent. According to the list, rocket is ",absent,absent,rocket,39,weapon
"Following is a list that contains a number of weapons. After the list, a weapon will be judged as either present or absent in the list. If the list contains the weapon, answer with present. If the list does not contain the weapon, answer with absent. The list of weapons is: tomahawk, ice pick, slingshot, crossbow, arrow, Atom bomb, hand, brass knuckle, bow, fist, hatchet, airplane, sword, revolver, poison, shoe, missile, dagger, machine gun, glass, knife, stick, rope, whip, gun, club, rock, pipe, lance, mortar, hammer. According to the list, crossbow is present. According to the list, machete is absent. According to the list, judo is ",absent,absent,judo,40,weapon
"Following is a list that contains a number of weapons. After the list, a weapon will be judged as either present or absent in the list. If the list contains the weapon, answer with present. If the list does not contain the weapon, answer with absent. The list of weapons is: tomahawk, ice pick, slingshot, crossbow, arrow, Atom bomb, hand, brass knuckle, bow, fist, hatchet, airplane, sword, revolver, poison, shoe, missile, dagger, machine gun, glass, knife, stick, rope, whip, gun, club, rock, pipe, lance, mortar, hammer. According to the list, crossbow is present. According to the list, machete is absent. According to the list, stick is ",absent,present,stick,41,weapon
"Following is a list that contains a number of weapons. After the list, a weapon will be judged as either present or absent in the list. If the list contains the weapon, answer with present. If the list does not contain the weapon, answer with absent. The list of weapons is: tomahawk, ice pick, slingshot, crossbow, arrow, Atom bomb, hand, brass knuckle, bow, fist, hatchet, airplane, sword, revolver, poison, shoe, missile, dagger, machine gun, glass, knife, stick, rope, whip, gun, club, rock, pipe, lance, mortar, hammer. According to the list, crossbow is present. According to the list, machete is absent. According to the list, poison is ",absent,present,poison,42,weapon
"Following is a list that contains a number of weapons. After the list, a weapon will be judged as either present or absent in the list. If the list contains the weapon, answer with present. If the list does not contain the weapon, answer with absent. The list of weapons is: tomahawk, ice pick, slingshot, crossbow, arrow, Atom bomb, hand, brass knuckle, bow, fist, hatchet, airplane, sword, revolver, poison, shoe, missile, dagger, machine gun, glass, knife, stick, rope, whip, gun, club, rock, pipe, lance, mortar, hammer. According to the list, crossbow is present. According to the list, machete is absent. According to the list, rock is ",absent,present,rock,43,weapon
"Following is a list that contains a number of weapons. After the list, a weapon will be judged as either present or absent in the list. If the list contains the weapon, answer with present. If the list does not contain the weapon, answer with absent. The list of weapons is: tomahawk, ice pick, slingshot, crossbow, arrow, Atom bomb, hand, brass knuckle, bow, fist, hatchet, airplane, sword, revolver, poison, shoe, missile, dagger, machine gun, glass, knife, stick, rope, whip, gun, club, rock, pipe, lance, mortar, hammer. According to the list, crossbow is present. According to the list, machete is absent. According to the list, stone is ",absent,absent,stone,44,weapon
"Following is a list that contains a number of weapons. After the list, a weapon will be judged as either present or absent in the list. If the list contains the weapon, answer with present. If the list does not contain the weapon, answer with absent. The list of weapons is: tomahawk, ice pick, slingshot, crossbow, arrow, Atom bomb, hand, brass knuckle, bow, fist, hatchet, airplane, sword, revolver, poison, shoe, missile, dagger, machine gun, glass, knife, stick, rope, whip, gun, club, rock, pipe, lance, mortar, hammer. According to the list, crossbow is present. According to the list, machete is absent. According to the list, gas is ",absent,absent,gas,45,weapon
"Following is a list that contains a number of weapons. After the list, a weapon will be judged as either present or absent in the list. If the list contains the weapon, answer with present. If the list does not contain the weapon, answer with absent. The list of weapons is: tomahawk, ice pick, slingshot, crossbow, arrow, Atom bomb, hand, brass knuckle, bow, fist, hatchet, airplane, sword, revolver, poison, shoe, missile, dagger, machine gun, glass, knife, stick, rope, whip, gun, club, rock, pipe, lance, mortar, hammer. According to the list, crossbow is present. According to the list, machete is absent. According to the list, chain is ",absent,absent,chain,46,weapon
"Following is a list that contains a number of weapons. After the list, a weapon will be judged as either present or absent in the list. If the list contains the weapon, answer with present. If the list does not contain the weapon, answer with absent. The list of weapons is: tomahawk, ice pick, slingshot, crossbow, arrow, Atom bomb, hand, brass knuckle, bow, fist, hatchet, airplane, sword, revolver, poison, shoe, missile, dagger, machine gun, glass, knife, stick, rope, whip, gun, club, rock, pipe, lance, mortar, hammer. According to the list, crossbow is present. According to the list, machete is absent. According to the list, scissor is ",absent,absent,scissor,47,weapon
"Following is a list that contains a number of weapons. After the list, a weapon will be judged as either present or absent in the list. If the list contains the weapon, answer with present. If the list does not contain the weapon, answer with absent. The list of weapons is: tomahawk, ice pick, slingshot, crossbow, arrow, Atom bomb, hand, brass knuckle, bow, fist, hatchet, airplane, sword, revolver, poison, shoe, missile, dagger, machine gun, glass, knife, stick, rope, whip, gun, club, rock, pipe, lance, mortar, hammer. According to the list, crossbow is present. According to the list, machete is absent. According to the list, brick is ",absent,absent,brick,48,weapon
"Following is a list that contains a number of weapons. After the list, a weapon will be judged as either present or absent in the list. If the list contains the weapon, answer with present. If the list does not contain the weapon, answer with absent. The list of weapons is: tomahawk, ice pick, slingshot, crossbow, arrow, Atom bomb, hand, brass knuckle, bow, fist, hatchet, airplane, sword, revolver, poison, shoe, missile, dagger, machine gun, glass, knife, stick, rope, whip, gun, club, rock, pipe, lance, mortar, hammer. According to the list, crossbow is present. According to the list, machete is absent. According to the list, pitchfork is ",absent,absent,pitchfork,49,weapon
"Following is a list that contains a number of weapons. After the list, a weapon will be judged as either present or absent in the list. If the list contains the weapon, answer with present. If the list does not contain the weapon, answer with absent. The list of weapons is: tomahawk, ice pick, slingshot, crossbow, arrow, Atom bomb, hand, brass knuckle, bow, fist, hatchet, airplane, sword, revolver, poison, shoe, missile, dagger, machine gun, glass, knife, stick, rope, whip, gun, club, rock, pipe, lance, mortar, hammer. According to the list, crossbow is present. According to the list, machete is absent. According to the list, hammer is ",absent,present,hammer,50,weapon
"Following is a list that contains a number of weapons. After the list, a weapon will be judged as either present or absent in the list. If the list contains the weapon, answer with present. If the list does not contain the weapon, answer with absent. The list of weapons is: tomahawk, ice pick, slingshot, crossbow, arrow, Atom bomb, hand, brass knuckle, bow, fist, hatchet, airplane, sword, revolver, poison, shoe, missile, dagger, machine gun, glass, knife, stick, rope, whip, gun, club, rock, pipe, lance, mortar, hammer. According to the list, crossbow is present. According to the list, machete is absent. According to the list, word is ",absent,absent,word,51,weapon
"Following is a list that contains a number of weapons. After the list, a weapon will be judged as either present or absent in the list. If the list contains the weapon, answer with present. If the list does not contain the weapon, answer with absent. The list of weapons is: tomahawk, ice pick, slingshot, crossbow, arrow, Atom bomb, hand, brass knuckle, bow, fist, hatchet, airplane, sword, revolver, poison, shoe, missile, dagger, machine gun, glass, knife, stick, rope, whip, gun, club, rock, pipe, lance, mortar, hammer. According to the list, crossbow is present. According to the list, machete is absent. According to the list, hand is ",absent,present,hand,52,weapon
